Operational date,Time of Accident,KM && M,Position,Rural/Urban,Location,Nature of Accident Position,Nature of Accident,Vehicle Involved,Type of Accident,Causes,Road Feature,Road condition,Intersection Type And Control,Weather Condition,Vehicle Responsible,Help Provided by Ambulance/Patroling Vehicle,Classification of Accident,No of Affected Persons
01.06.2016,11:28 AM,1206.4,RHS,Rural,Reningavaram,Collision Brush/Side Wipe, Bike hit Lorry,Bike,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TR 1388,PV&AMB,Grevious,1
01.06.2016,11:28 AM,1206.4,RHS,Rural,Reningavaram,Collision Brush/Side Wipe, Bike hit Lorry,Bike,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TR 1388,PV&AMB,Minor,0
01.06.2016,11:28 AM,1206.4,RHS,Rural,Reningavaram,Collision Brush/Side Wipe, Bike hit Lorry,Bike,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TR 1388,PV&AMB,Non injured ,0
01.06.2016,11:28 AM,1206.4,RHS,Rural,Reningavaram,Collision Brush/Side Wipe, Bike hit Lorry,Bike,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TR 1388,PV&AMB,Animals affected,0
01.06.2016,4:15 PM,1328.1,LHS,Rural,Kavali,Skidding, Bike Skidding,Bike,Grievious injury,Over speed,Two lanes,Straight road,,Fine,AP26AT 6127,PV&AMB,Fatal,0
01.06.2016,4:15 PM,1328.1,LHS,Rural,Kavali,Skidding, Bike Skidding,Bike,Grievious injury,Over speed,Two lanes,Straight road,,Fine,AP26AT 6127,PV&AMB,Grevious,1
01.06.2016,4:15 PM,1328.1,LHS,Rural,Kavali,Skidding, Bike Skidding,Bike,Grievious injury,Over speed,Two lanes,Straight road,,Fine,AP26AT 6127,PV&AMB,Minor,0
01.06.2016,4:15 PM,1328.1,LHS,Rural,Kavali,Skidding, Bike Skidding,Bike,Grievious injury,Over speed,Two lanes,Straight road,,Fine,AP26AT 6127,PV&AMB,Non injured ,0
01.06.2016,4:15 PM,1328.1,LHS,Rural,Kavali,Skidding, Bike Skidding,Bike,Grievious injury,Over speed,Two lanes,Straight road,,Fine,AP26AT 6127,PV&AMB,Animals affected,0
01.06.2016,8:20 PM,1241.8,RHS,Rural,Ongole,Rear End Collision, Lorry hit TVS XL Moped,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26X 5770,PV,Fatal,1
01.06.2016,8:20 PM,1241.8,RHS,Rural,Ongole,Rear End Collision, Lorry hit TVS XL Moped,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26X 5770,PV,Grevious,0
01.06.2016,8:20 PM,1241.8,RHS,Rural,Ongole,Rear End Collision, Lorry hit TVS XL Moped,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26X 5770,PV,Minor,0
01.06.2016,8:20 PM,1241.8,RHS,Rural,Ongole,Rear End Collision, Lorry hit TVS XL Moped,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26X 5770,PV,Non injured ,0
01.06.2016,8:20 PM,1241.8,RHS,Rural,Ongole,Rear End Collision, Lorry hit TVS XL Moped,Lorry,Fatal,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26X 5770,PV,Animals affected,0
01.06.2016,11:20 PM,1197,LHS,Rural,Martur,Collision Brush/Side Wipe, Omni Van went out of Road towards ROW,Van,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP22N 3548,AMB,Fatal,0
01.06.2016,11:20 PM,1197,LHS,Rural,Martur,Collision Brush/Side Wipe, Omni Van went out of Road towards ROW,Van,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP22N 3548,AMB,Grevious,0
01.06.2016,11:20 PM,1197,LHS,Rural,Martur,Collision Brush/Side Wipe, Omni Van went out of Road towards ROW,Van,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP22N 3548,AMB,Minor,1
01.06.2016,11:20 PM,1197,LHS,Rural,Martur,Collision Brush/Side Wipe, Omni Van went out of Road towards ROW,Van,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP22N 3548,AMB,Non injured ,0
01.06.2016,11:20 PM,1197,LHS,Rural,Martur,Collision Brush/Side Wipe, Omni Van went out of Road towards ROW,Van,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP22N 3548,AMB,Animals affected,0
02.06.2016,9:45 AM,1329,LHS,Rural,Kavali,Rear End Collision, Lorry hit Car,Lorry,Non injury,Over speed,Two lanes,Straight road,,Fine,HR55D   8308,AMB,Fatal,0
02.06.2016,9:45 AM,1329,LHS,Rural,Kavali,Rear End Collision, Lorry hit Car,Lorry,Non injury,Over speed,Two lanes,Straight road,,Fine,HR55D   8308,AMB,Grevious,0
02.06.2016,9:45 AM,1329,LHS,Rural,Kavali,Rear End Collision, Lorry hit Car,Lorry,Non injury,Over speed,Two lanes,Straight road,,Fine,HR55D   8308,AMB,Minor,0
02.06.2016,9:45 AM,1329,LHS,Rural,Kavali,Rear End Collision, Lorry hit Car,Lorry,Non injury,Over speed,Two lanes,Straight road,,Fine,HR55D   8308,AMB,Non injured ,5
02.06.2016,9:45 AM,1329,LHS,Rural,Kavali,Rear End Collision, Lorry hit Car,Lorry,Non injury,Over speed,Two lanes,Straight road,,Fine,HR55D   8308,AMB,Animals affected,0
03.06.2016,5:00 PM,1314.2,RHS,Rural,Kavali,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP02AJ 4466,P.V,Fatal,0
03.06.2016,5:00 PM,1314.2,RHS,Rural,Kavali,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP02AJ 4466,P.V,Grevious,0
03.06.2016,5:00 PM,1314.2,RHS,Rural,Kavali,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP02AJ 4466,P.V,Minor,3
03.06.2016,5:00 PM,1314.2,RHS,Rural,Kavali,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP02AJ 4466,P.V,Non injured ,0
03.06.2016,5:00 PM,1314.2,RHS,Rural,Kavali,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP02AJ 4466,P.V,Animals affected,0
03.06.2016,9:45 PM,1279.5,LHS,Rural,Singarayakonda,Rear End Collision, Container vehicle hit unknown vehicle,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,HR55P  0492,P.V,Fatal,0
03.06.2016,9:45 PM,1279.5,LHS,Rural,Singarayakonda,Rear End Collision, Container vehicle hit unknown vehicle,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,HR55P  0492,P.V,Grevious,0
03.06.2016,9:45 PM,1279.5,LHS,Rural,Singarayakonda,Rear End Collision, Container vehicle hit unknown vehicle,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,HR55P  0492,P.V,Minor,0
03.06.2016,9:45 PM,1279.5,LHS,Rural,Singarayakonda,Rear End Collision, Container vehicle hit unknown vehicle,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,HR55P  0492,P.V,Non injured ,1
03.06.2016,9:45 PM,1279.5,LHS,Rural,Singarayakonda,Rear End Collision, Container vehicle hit unknown vehicle,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,HR55P  0492,P.V,Animals affected,0
04.06.2016,3:40 AM,1348.2,LHS,Rural,Dagadarthi,Rear End Collision,Private Bus hit Unknown Vehicle,Bus,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31TC 0858,P.V,Fatal,0
04.06.2016,3:40 AM,1348.2,LHS,Rural,Dagadarthi,Rear End Collision,Private Bus hit Unknown Vehicle,Bus,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31TC 0858,P.V,Grevious,1
04.06.2016,3:40 AM,1348.2,LHS,Rural,Dagadarthi,Rear End Collision,Private Bus hit Unknown Vehicle,Bus,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31TC 0858,P.V,Minor,2
04.06.2016,3:40 AM,1348.2,LHS,Rural,Dagadarthi,Rear End Collision,Private Bus hit Unknown Vehicle,Bus,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31TC 0858,P.V,Non injured ,14
04.06.2016,3:40 AM,1348.2,LHS,Rural,Dagadarthi,Rear End Collision,Private Bus hit Unknown Vehicle,Bus,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31TC 0858,P.V,Animals affected,0
04.06.2016,8:30 AM,1235.3,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, Car hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,AP28BX  3611,P.V ,Fatal,0
04.06.2016,8:30 AM,1235.3,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, Car hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,AP28BX  3611,P.V ,Grevious,0
04.06.2016,8:30 AM,1235.3,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, Car hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,AP28BX  3611,P.V ,Minor,0
04.06.2016,8:30 AM,1235.3,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, Car hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,AP28BX  3611,P.V ,Non injured ,4
04.06.2016,8:30 AM,1235.3,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, Car hit Lorry,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,Four arm junction,Fine,AP28BX  3611,P.V ,Animals affected,0
05.06.2016,9:50 AM,1254.9,LHS,Rural,Tangutur,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TQ  0359,P.V,Fatal,0
05.06.2016,9:50 AM,1254.9,LHS,Rural,Tangutur,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TQ  0359,P.V,Grevious,0
05.06.2016,9:50 AM,1254.9,LHS,Rural,Tangutur,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TQ  0359,P.V,Minor,3
05.06.2016,9:50 AM,1254.9,LHS,Rural,Tangutur,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TQ  0359,P.V,Non injured ,5
05.06.2016,9:50 AM,1254.9,LHS,Rural,Tangutur,Overturning, Car overturned,Car,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TQ  0359,P.V,Animals affected,0
05.06.2016,4:50 PM,1222,LHS,Rural,Medarametla,Overturning, Car overturned,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26AC  4763,P.V,Fatal,0
05.06.2016,4:50 PM,1222,LHS,Rural,Medarametla,Overturning, Car overturned,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26AC  4763,P.V,Grevious,0
05.06.2016,4:50 PM,1222,LHS,Rural,Medarametla,Overturning, Car overturned,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26AC  4763,P.V,Minor,0
05.06.2016,4:50 PM,1222,LHS,Rural,Medarametla,Overturning, Car overturned,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26AC  4763,P.V,Non injured ,2
05.06.2016,4:50 PM,1222,LHS,Rural,Medarametla,Overturning, Car overturned,Car,Non injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26AC  4763,P.V,Animals affected,0
05.06.2016,6:20 PM,1187.2,RHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Pedestrian,Bike,Grievious injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP07BE  3322,AMB,Fatal,0
05.06.2016,6:20 PM,1187.2,RHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Pedestrian,Bike,Grievious injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP07BE  3322,AMB,Grevious,2
05.06.2016,6:20 PM,1187.2,RHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Pedestrian,Bike,Grievious injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP07BE  3322,AMB,Minor,0
05.06.2016,6:20 PM,1187.2,RHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Pedestrian,Bike,Grievious injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP07BE  3322,AMB,Non injured ,0
05.06.2016,6:20 PM,1187.2,RHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Pedestrian,Bike,Grievious injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP07BE  3322,AMB,Animals affected,0
06.06.2016,3:00 AM,1229.2,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, APSRTC Bus hit CC Barriers,Bus,Grievious injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26TE   6630,P.V,Fatal,0
06.06.2016,3:00 AM,1229.2,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, APSRTC Bus hit CC Barriers,Bus,Grievious injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26TE   6630,P.V,Grevious,1
06.06.2016,3:00 AM,1229.2,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, APSRTC Bus hit CC Barriers,Bus,Grievious injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26TE   6630,P.V,Minor,0
06.06.2016,3:00 AM,1229.2,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, APSRTC Bus hit CC Barriers,Bus,Grievious injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26TE   6630,P.V,Non injured ,36
06.06.2016,3:00 AM,1229.2,LHS,Rural,Maddipadu,Collision Brush/Side Wipe, APSRTC Bus hit CC Barriers,Bus,Grievious injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP26TE   6630,P.V,Animals affected,0
06.06.2016,11:30 PM,1221.6,LHS,Rural,Medarametla,Head on collision, Tata Ace Vehicle hit Car,Tata Ace,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,AP27TT   5290,P.V,Fatal,0
06.06.2016,11:30 PM,1221.6,LHS,Rural,Medarametla,Head on collision, Tata Ace Vehicle hit Car,Tata Ace,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,AP27TT   5290,P.V,Grevious,0
06.06.2016,11:30 PM,1221.6,LHS,Rural,Medarametla,Head on collision, Tata Ace Vehicle hit Car,Tata Ace,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,AP27TT   5290,P.V,Minor,1
06.06.2016,11:30 PM,1221.6,LHS,Rural,Medarametla,Head on collision, Tata Ace Vehicle hit Car,Tata Ace,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,AP27TT   5290,P.V,Non injured ,6
06.06.2016,11:30 PM,1221.6,LHS,Rural,Medarametla,Head on collision, Tata Ace Vehicle hit Car,Tata Ace,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Slight curve,,Fine,AP27TT   5290,P.V,Animals affected,0
08.06.2016,4:40 AM,1247.6,LHS,Rural,Urban,Rear End Collision, Lorry hit Unknown vehicle,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TN48J 2718,P.V,Fatal,0
08.06.2016,4:40 AM,1247.6,LHS,Rural,Urban,Rear End Collision, Lorry hit Unknown vehicle,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TN48J 2718,P.V,Grevious,0
08.06.2016,4:40 AM,1247.6,LHS,Rural,Urban,Rear End Collision, Lorry hit Unknown vehicle,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TN48J 2718,P.V,Minor,0
08.06.2016,4:40 AM,1247.6,LHS,Rural,Urban,Rear End Collision, Lorry hit Unknown vehicle,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TN48J 2718,P.V,Non injured ,2
08.06.2016,4:40 AM,1247.6,LHS,Rural,Urban,Rear End Collision, Lorry hit Unknown vehicle,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TN48J 2718,P.V,Animals affected,0
10.06.2016,12:50 PM,1313.5,LHS,Rural,Kavali,Rear End Collision, Lorry hit Tipper,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TY 6485,P.V&AMB,Fatal,0
10.06.2016,12:50 PM,1313.5,LHS,Rural,Kavali,Rear End Collision, Lorry hit Tipper,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TY 6485,P.V&AMB,Grevious,4
10.06.2016,12:50 PM,1313.5,LHS,Rural,Kavali,Rear End Collision, Lorry hit Tipper,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TY 6485,P.V&AMB,Minor,0
10.06.2016,12:50 PM,1313.5,LHS,Rural,Kavali,Rear End Collision, Lorry hit Tipper,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TY 6485,P.V&AMB,Non injured ,1
10.06.2016,12:50 PM,1313.5,LHS,Rural,Kavali,Rear End Collision, Lorry hit Tipper,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16TY 6485,P.V&AMB,Animals affected,0
11.06.2016,7:55 AM,1225.5,RHS,Rural,Maddipadu,Collision Brush/Side Wipe, Unknown vehicle hit Pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Fatal,1
